DATAFLOW,POP_COMP: Population Component,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),14100: Hunters Hill,A: Annual,2022,102,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),14170: Inner West,A: Annual,2022,2342,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),14300: Junee,A: Annual,2022,41,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),14350: Kempsey,A: Annual,2022,2473,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),14400: Kiama,A: Annual,2022,198,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),14550: Kyogle,A: Annual,2022,104,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),14700: Lane Cove,A: Annual,2022,40076,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),14750: Leeton,A: Annual,2022,935,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),14850: Lismore,A: Annual,2022,61,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),14900: Liverpool,A: Annual,2022,2271,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),14920: Liverpool Plains,A: Annual,2022,85,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),14950: Lockhart,A: Annual,2022,2,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),15240: Mid-Coast,A: Annual,2022,1123,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),15270: Mid-Western,A: Annual,2022,1774,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),15300: Moree Plains,A: Annual,2022,-212,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),15350: Mosman,A: Annual,2022,2489,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),15560: Murrumbidgee,A: Annual,2022,311,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),15700: Nambucca Valley,A: Annual,2022,64,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),15800: Narrandera,A: Annual,2022,31,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),15850: Narromine,A: Annual,2022,517,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),15950: North Sydney,A: Annual,2022,9513,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),16100: Oberon,A: Annual,2022,8,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),16200: Parkes,A: Annual,2022,27,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),16260: Parramatta,A: Annual,2022,-4834,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),16380: Port Macquarie-Hastings,A: Annual,2022,1638,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),16400: Port Stephens,A: Annual,2022,713,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),16490: Queanbeyan-Palerang,A: Annual,2022,365,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),16610: Richmond Valley,A: Annual,2022,49,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),16700: Ryde,A: Annual,2022,4970,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),16950: Shoalhaven,A: Annual,2022,588,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),17040: Snowy Monaro,A: Annual,2022,21823,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),17100: Strathfield,A: Annual,2022,46230,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),17150: Sutherland,A: Annual,2022,1026,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),17750: Wagga Wagga,A: Annual,2022,592,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),18020: Warrumbungle,A: Annual,2022,9246,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),18050: Waverley,A: Annual,2022,2250,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),18200: Wentworth,A: Annual,2022,111,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),18200: Wentworth,A: Annual,2022,3,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),18350: Wingecarribee,A: Annual,2022,505,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),18500: Woollahra,A: Annual,2022,597,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),19399: Unincorporated NSW,A: Annual,2022,4,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),19399: Unincorporated NSW,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),20110: Alpine,A: Annual,2022,117,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),20260: Ararat,A: Annual,2022,11754,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),20660: Banyule,A: Annual,2022,435,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),20660: Banyule,A: Annual,2022,127348,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),20740: Bass Coast,A: Annual,2022,2643,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),20830: Baw Baw,A: Annual,2022,270,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),20910: Bayside (Vic.),A: Annual,2022,787,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),21010: Benalla,A: Annual,2022,-66,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),21110: Boroondara,A: Annual,2022,1167,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),21270: Buloke,A: Annual,2022,425,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),21370: Campaspe,A: Annual,2022,-70,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),21450: Cardinia,A: Annual,2022,11441,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),21670: Central Goldfields,A: Annual,2022,1033,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),21750: Colac Otway,A: Annual,2022,215,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),22110: East Gippsland,A: Annual,2022,171,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),22170: Frankston,A: Annual,2022,12335,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),22310: Glen Eira,A: Annual,2022,14404,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),22410: Glenelg,A: Annual,2022,-41,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),22670: Greater Dandenong,A: Annual,2022,2046,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),22750: Greater Geelong,A: Annual,2022,3053,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),22910: Hepburn,A: Annual,2022,114,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),22980: Hindmarsh,A: Annual,2022,381,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),23110: Hobsons Bay,A: Annual,2022,-1750,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),23270: Hume,A: Annual,2022,2408,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),23350: Indigo,A: Annual,2022,55,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),23430: Kingston (Vic.),A: Annual,2022,1562,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),23670: Knox,A: Annual,2022,1872,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),23810: Latrobe (Vic.),A: Annual,2022,4388,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),23940: Loddon,A: Annual,2022,30,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),24210: Manningham,A: Annual,2022,126491,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),24250: Mansfield,A: Annual,2022,41,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),24330: Maribyrnong,A: Annual,2022,87526,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),24410: Maroondah,A: Annual,2022,614,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),24650: Melton,A: Annual,2022,3004,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),24650: Melton,A: Annual,2022,861,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),24850: Mitchell,A: Annual,2022,673,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),25060: Moonee Valley,A: Annual,2022,1289,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),25250: Moreland,A: Annual,2022,1329,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),25250: Moreland,A: Annual,2022,2532,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),25340: Mornington Peninsula,A: Annual,2022,11431,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),25430: Mount Alexander,A: Annual,2022,175,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),25620: Murrindindi,A: Annual,2022,126,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),25710: Nillumbik,A: Annual,2022,63041,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),25900: Port Phillip,A: Annual,2022,513,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),25900: Port Phillip,A: Annual,2022,103990,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),25990: Pyrenees,A: Annual,2022,677,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),26080: Queenscliffe,A: Annual,2022,-6,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),26260: Southern Grampians,A: Annual,2022,-31,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),26350: Stonnington,A: Annual,2022,915,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),26610: Swan Hill,A: Annual,2022,-373,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),26670: Towong,A: Annual,2022,528,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),26730: Warrnambool,A: Annual,2022,2293,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),26810: Wellington,A: Annual,2022,459,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),27070: Whittlesea,A: Annual,2022,3807,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),27170: Wodonga,A: Annual,2022,3855,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),27350: Yarra,A: Annual,2022,13669,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),27450: Yarra Ranges,A: Annual,2022,817,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),30300: Balonne,A: Annual,2022,341,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),30760: Blackall Tambo,A: Annual,2022,5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),31750: Bulloo,A: Annual,2022,25,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),32080: Cairns,A: Annual,2022,1112,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),32250: Carpentaria,A: Annual,2022,-14,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),32270: Central Highlands (Qld),A: Annual,2022,-169,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),32310: Charters Towers,A: Annual,2022,1051,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),32500: Cook,A: Annual,2022,19,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),32600: Croydon,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),32770: Doomadgee,A: Annual,2022,4,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),32810: Douglas,A: Annual,2022,1073,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),33220: Fraser Coast,A: Annual,2022,115079,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),33360: Gladstone,A: Annual,2022,253,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),33610: Goondiwindi,A: Annual,2022,24,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),33620: Gympie,A: Annual,2022,1097,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),33800: Hinchinbrook,A: Annual,2022,99,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),33960: Ipswich,A: Annual,2022,3791,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),33980: Isaac,A: Annual,2022,64,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),34530: Livingstone,A: Annual,2022,80,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),34570: Lockhart River,A: Annual,2022,5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),34580: Lockyer Valley,A: Annual,2022,277,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),34710: Longreach,A: Annual,2022,44,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),34770: Mackay,A: Annual,2022,124963,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),34830: Mapoon,A: Annual,2022,454,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),34860: Maranoa,A: Annual,2022,32,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),34880: Mareeba,A: Annual,2022,49,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),34880: Mareeba,A: Annual,2022,23367,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),35250: Mornington,A: Annual,2022,13,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),35300: Mount Isa,A: Annual,2022,395,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),35670: Napranum,A: Annual,2022,8,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),35760: North Burnett,A: Annual,2022,824,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),35790: Palm Island,A: Annual,2022,128,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),35800: Paroo,A: Annual,2022,18,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),36150: Quilpie,A: Annual,2022,5,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),36300: Richmond,A: Annual,2022,80,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),36510: Scenic Rim,A: Annual,2022,3800,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),36580: Somerset,A: Annual,2022,74,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),5: Internal Departures,LGA2022: Local Government Areas (2022),36630: South Burnett,A: Annual,2022,2579,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),36660: Southern Downs,A: Annual,2022,-31,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),36820: Tablelands,A: Annual,2022,242,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),36910: Toowoomba,A: Annual,2022,672,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),36950: Torres,A: Annual,2022,-66,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),36960: Torres Strait Island,A: Annual,2022,212,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),37010: Townsville,A: Annual,2022,622,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),4: Internal Arrivals,LGA2022: Local Government Areas (2022),37300: Weipa,A: Annual,2022,299,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),37340: Whitsunday,A: Annual,2022,537,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),37400: Winton,A: Annual,2022,2,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),37550: Woorabinda,A: Annual,2022,3,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),37600: Yarrabah,A: Annual,2022,2,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),40070: Adelaide,A: Annual,2022,26141,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),40120: Adelaide Hills,A: Annual,2022,91,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),40220: Alexandrina,A: Annual,2022,45,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),6: Net Internal Migration,LGA2022: Local Government Areas (2022),40250: Anangu Pitjantjatjara Yunkunytjatjara,A: Annual,2022,28,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),40310: Barossa,A: Annual,2022,241,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),1: Births,LGA2022: Local Government Areas (2022),40520: Berri Barmera,A: Annual,2022,93,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),40700: Burnside,A: Annual,2022,447,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),41010: Ceduna,A: Annual,2022,9,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),7: Overseas Arrivals,LGA2022: Local Government Areas (2022),41060: Charles Sturt,A: Annual,2022,1770,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),41140: Clare and Gilbert Valleys,A: Annual,2022,99,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),9: Net Overseas Migration,LGA2022: Local Government Areas (2022),41140: Clare and Gilbert Valleys,A: Annual,2022,28,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),2: Deaths,LGA2022: Local Government Areas (2022),41330: Coober Pedy,A: Annual,2022,25,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),41560: Copper Coast,A: Annual,2022,15648,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),10: Estimated Resident Population,LGA2022: Local Government Areas (2022),41830: Flinders Ranges,A: Annual,2022,1683,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),8: Overseas Departures,LGA2022: Local Government Areas (2022),41960: Franklin Harbour,A: Annual,2022,1,PSNS: Persons,," "
ABS:ERP_COMP_LGA2022(1.0.0),3: Natural Increase,LGA2022: Local Government Areas (2022),42030: Gawler,A: Annual,2022,31,PSNS: Persons,," "
